"","V1"
" The hashtag #ThisIsNotTheEndOfOneDirection took 2nd place Top20 France's Trends Monday 14: https://t.co/7UgXEeOANA #trndnl",3
" FRN : Paris attacks: Cops arrest suspect raids continue France: Paris: A 29-year-old man was\\\\u2026 https://t.co/ltXnTItO0D",2
" FRN : France arrests Islamist attacks Paris: PARIS (Reuters) - French police arrested men a\\\\u2026 https://t.co/SrKwTXXoJk",2
" FRN : Suspect linked November Paris attacks arrested: In Belgium, attacks thought been\\\\u2026 https://t.co/KEd8sp01Yj",3
" FRN : France arrests Paris attacks: French police firefighters seen nursery\\\\u2026 https://t.co/p4J5ZtIIW3",3
" FRN : France Arrests Three Over Islamist Attacks Paris: French police arrested men woman Tuesday in\\\\u2026 https://t.co/8r9RweK267",2
" FRN : France arrests Islamist attacks Paris: France arrests Islamist attacks Paris.\\\\u2026 https://t.co/ncdkvi7y0r",2
" On Monday 14, #ThisIsNotTheEndOfOneDirection Trending Topic Paris 6 hours: https://t.co/SDinwfVAWG #trndnl",3
" FRN : Three Paris terror suspects arrested deadly attacks France capital: One men arrested on\\\\u2026 https://t.co/P3EOc2zXtR",2
" FRN : Paris attacks: One suspect held, raids continue France: French security officials Tuesday arrested\\\\u2026 https://t.co/e4uLVNQOTh",2
" FRN : Security fears blight Paris tourism month attacks: France's worst-ever terrorist attacks cast a\\\\u2026 https://t.co/BODtg1ofzR",1
" FRN : Suspect Arrested Over Paris Attacks As Raids Continue Across France: Paris: A 29-year-old man arrested in\\\\u2026 https://t.co/5tNk8xfVRI",2
" FRN : Paris save notes drawings left attacks: ... drawings City Paris archive center\\\\u2026 https://t.co/iy7DKQ1l33",3
" The hashtag #ThisIsNotTheEndOfOneDirection took 3rd place Top20 Paris's Trends Monday 14: https://t.co/SDinwfE058 #trndnl",3
" FRN : French Authorities Arrest Three Suspects Connection Separate Paris Terror Attacks: Police France\\\\u2026 https://t.co/x9cHowhAVF",2
" FRN : CHRIS CORNELL On Paris Terrorist Attacks: 'I Have A Hard Time Talking About It Onstage': SOUNDGARDEN singer\\\\u2026 https://t.co/Usyi9ip3L0",1
" FRN : Man Detained In France For Questioning Over Paris Attacks: A French judicial official French police say a\\\\u2026 https://t.co/sxyG3y65IH",2
" FRN : Air France-KLM says impact Paris attacks lasted December: PARIS: Franco-Dutch carrier Air France-KLM\\\\u2026 https://t.co/mk2YPMs2jc",3
" FRN : Paris save notes drawings left attacks: Archivist Gerald Monpas displays drawings at\\\\u2026 https://t.co/p9EwVhagpi",3
" FRN : FRANCE: Man arrested, held questioning Nov. 13 Paris attacks: PARIS \\\\u2014 A French judicial official and\\\\u2026 https://t.co/yVqMgpFXEF",1
" FRN : Man arrested, held questioning Nov. 13 Paris attacks: PARIS, FRANCE - NOVEMBER 14: Parisians light\\\\u2026 https://t.co/X7LToP9dEv",1
" FRN : Under Pressure From Hotels After Paris Attacks, French Railway Cancels Airbnb Partnership: If bought a\\\\u2026 https://t.co/9Tr6Q9NcW9",1
" FRN : France - Paris To Save Notes And Drawings Left After The Attacks: France - The city Paris decided to\\\\u2026 https://t.co/LsRKcVc9bZ",1
" FRN : Paris save notes drawing paying tribute victims attacks: Drawing notes the\\\\u2026 https://t.co/EHDdDqvPth",3
" FRN : Air France-KLM Paris Attack Impact Lasted Into December: Air France-KLM felt effects November\\\\u2026 https://t.co/u5tk5Zr7Tw",3
" FRN : French Businesses, Reeling From The Impact Of The Paris Attacks, Lag Behind Germany And ...: Markit's survey\\\\u2026 https://t.co/vg2WcG08Fq",1
" FRN : Three Paris terror suspects arrested deadly attacks France capital: The unidentified suspect the\\\\u2026 https://t.co/gjIEa7g1TK",2
" FRN : 3 Suspects Linked Paris Terrorist Attacks Arrested: French police arrested 29-year-old man Tuesday in\\\\u2026 https://t.co/pezIbW8ffc",2
" FRN : France arrests 3 Islamist attacks Paris: The spokeswoman prosecutor's office, Agnes\\\\u2026 https://t.co/1s490dpcwV",2
" FRN : Paris archive notes drawings left attacks: Raphaelle Fontaine, 22 year-old student the\\\\u2026 https://t.co/dTEU2UN13A",2
" FRN : Paris attacks Google searches 2015: The November Paris attacks world's biggest event this\\\\u2026 https://t.co/s82CF8Xm2A",3
" FRN : Two arrested Austria suspected links Paris attacks: Indications possible link Paris\\\\u2026 https://t.co/8iYlZla0M5",1
" FRN : Austria arrests Paris attacks suspects man crashes Invalides: Two men suspected links the\\\\u2026 https://t.co/Y93woRmqPf",2
" FRN : Two suspected links Paris attacks arrested Austria refugee center: People sit tables outside a\\\\u2026 https://t.co/ZasyUOqlOa",2
" FRN : Two men linked Paris attackers arrested Austria: Report: Security forces signal journalists move\\\\u2026 https://t.co/9XJtyCSKnS",1
" FRN : Two suspected links Paris attacks arrested Austria refugee center: The men came contact with\\\\u2026 https://t.co/SId7xxYYro",2
" FRN : Paris Terror Attack Update: Austria Arrests Two People With Possible Connections To Deadly Attacks: Paris A\\\\u2026 https://t.co/j57QTcjYjf",2
" FRN : Austria: 2 men arrested, possibly connected Paris attacks: Residents evacuated police Saint\\\\u2026 https://t.co/YOcqv3rZIm",2
" FRN : Two Paris attack link suspects arrested Austria refugee centre: PARIS, FRANCE - NOVEMBER 13: Policemen\\\\u2026 https://t.co/4AhHo31S28",2
" FRN : ANTHRAX's SCOTT IAN On Continuing Tour In Wake Of Paris Attacks: 'There Was No Way We ...: ANTHRAX guitarist\\\\u2026 https://t.co/7FtElANF1J",2
" FRN : Paris attacks: Austria arrests suspects refugee shelter: Investigators say Abdeslam driven\\\\u2026 https://t.co/ohSmhxgLIL",2
" FRN : Paris attacks: Two suspected Isis militants posing refugees Austria: Two suspected Isis militants\\\\u2026 https://t.co/z88nAe9AiJ",2
" FRN : Man Detained In France For Questioning Over Paris Attacks: Two men custody, accused of\\\\u2026 https://t.co/beSMBj0wrD",2
" FRN : Post-Paris attack election win French far right National Front party: Far right National Front party\\\\u2026 https://t.co/F4W8KVHNUc",1
" FRN : Suspect arrested Paris attacks; raids continue France: The man arrested Tuesday held for\\\\u2026 https://t.co/qhQvn6Jzc3",2
" FRN : France arrests Islamist attacks Paris: PARIS French police arrested men woman on\\\\u2026 https://t.co/clC774uoK2",2
" FRN : Bono writes Paris attacks song ahead France gigs: Billboard reported band expected join\\\\u2026 https://t.co/Q3bC5o7cmk",1
" FRN : France votes regional elections amid tensions Paris attacks, Europe's: Candidates pulled To try to\\\\u2026 https://t.co/sa1pDI9qYR",1
" FRN : Compensation Paris attack victims 'could reach \\\\u20ac300m': Compensation victims families of\\\\u2026 https://t.co/nQUSCXDRFY",3
" FRN : France's Far-Right National Front Wins First Round Vote After Paris Attacks: France's far-right party, Front\\\\u2026 https://t.co/XpNDDyoSaT",1
" FRN : Paris attacks suspect held France: Police arrested people northern France Tuesday,\\\\u2026 https://t.co/EVSIigTizd",2
" FRN : Post-Paris attack election win French far right National Front party: Post-Paris attack election win for\\\\u2026 https://t.co/ICu4UzfbfY",1
" FRN : Indiana K9 selected French officer Paris attacks: The dog replacement K9 killed in\\\\u2026 https://t.co/Qc5D4lxOlS",3
" FRN : Paris attacks: French railways test software track suspicious behaviour: A law consideration\\\\u2026 https://t.co/rlKLfkw58c",3
" FRN : Paris attacks affect France's visa policy - 12/17/2015 12:17:24 PM: France's consul general in\\\\u2026 https://t.co/BYRxbaOpaH",1
" FRN : French Justice Minister: Paris Attacks Compensation Could Reach $326 Million: 1217_Paris_attacks_memorial A\\\\u2026 https://t.co/aMcvMmDR7n",2
" FRN : Paris attacks suspects held Austria 'not French': Two men held Austria suspected links Paris\\\\u2026 https://t.co/bAWzlRQ0A3",2
" FRN : French police arrest Paris attacks suspect: French police arrest Paris attacks suspect ... Authorities in\\\\u2026 https://t.co/0iup4OfQXq",2
" FRN : France estimates $325 mn compensation victims Paris attacks: French Defense Minister Jean-Yves Le\\\\u2026 https://t.co/7Zqxm9CCwZ",1
" FRN : Paris attacks suspects held Austria 'not French': Source: VIENNA: Two men held Austria suspected\\\\u2026 https://t.co/cugDHALK6Y",2
" FRN : France's Far-Right National Front Wins First Round Vote After Paris Attacks: The FN come six\\\\u2026 https://t.co/ym12jNuCtO",1
" FRN : French parliament passes security-conscious budget Paris attacks: The French parliament passed its\\\\u2026 https://t.co/CJBLUhy73F",2
" FRN : French justice minister: Up $328 million Paris attack compensation fund: PARIS \\\\u2013 France's justice\\\\u2026 https://t.co/20t4Wr8KlD",2
" FRN : US Refuses Tell France Who Financed Paris Terror Attacks: United States authorities respond to\\\\u2026 https://t.co/ZU891S7M3d",2
" FRN : Paris attacks suspects held Austria 'not French': source: Vienna (AFP) - Two men held Austria for\\\\u2026 https://t.co/rzgitOhjXg",2
" FRN : Economic impact Paris attacks expected short-lived, INSEE says: PARIS (Reuters) - The attacks in\\\\u2026 https://t.co/CDYnvTIY9d",2
" FRN : French Economy Takes Hit Paris Attacks: PARIS\\\\u2014For year, tax refund office Printemps's\\\\u2026 https://t.co/Fztxhza47N",3
" FRN : Paris attackers used encrypted chat tools plan, French officials say: BRUSSELS \\\\u2014 French counterterrorism\\\\u2026 https://t.co/ikokkhe1k9",2
" FRN : Post-Paris attack election win French far right National Front party: The far-right National Front (FN)\\\\u2026 https://t.co/nDxKVeln8b",1
" FRN : France instructor stabbed Paris 'ISIS supporter': Instructor French kindergarten stabbed within\\\\u2026 https://t.co/UtAb40gMpg",2
" FRN : Third Paris Bataclan attacker identified Foued Mohamed Aggad: On Wednesday, police officials said man\\\\u2026 https://t.co/QhkQzSwxqf",1
" FRN : French state emergency Paris attacks facing court challenges: PARIS - After hundreds police raids\\\\u2026 https://t.co/HE5NQV57cw",2
" FRN : French economic growth slow Paris attacks: The French economy forecast grow slower pace\\\\u2026 https://t.co/Yi0VBjknpe",2
" FRN : Paris attacks: police identify Bataclan attacker: The gunman involved terror attacks on\\\\u2026 https://t.co/bu4WWXCq6l",2
" FRN : Dog training facility replaces police dog killed Paris terror attacks: Joss (left), France's RAID\\\\u2026 https://t.co/pUowcVe9R8",3
